,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
985,1037,"Hey, Pheebs.",Ross,neutral,neutral,107,6,1,3,"00:08:06,694","00:08:08,195"
986,1038,Dear Ms. Buffay.,Phoebe,neutral,neutral,107,7,1,3,"0:08:10,072","0:08:11,414"
987,1039,Thank you for calling attention to our error.,Phoebe,neutral,neutral,107,8,1,3,"0:08:11,414","0:08:13,294"
988,1040,We have credited your account with five hundred dollars.,Phoebe,neutral,neutral,107,9,1,3,"0:08:10,072","0:08:16,287"
989,1041,"We're sorry for the inconvenience, and hope you'll accept this-  -",Phoebe,neutral,neutral,107,10,1,3,"0:08:16,287","0:08:29,457"
990,1046,"Oh my God, honey we are so meant to be together. We both have copies of the",Chandler,neutral,neutral,108,0,8,17,"00:11:39,448","00:11:46,871"
991,1047,"Honey, both yours.",Monica,neutral,neutral,108,1,8,17,"00:11:42,243","00:11:46,871"
992,1048,Hey! Great advice on that Joey thing!,Rachel,joy,positive,108,2,8,17,"00:11:48,916","00:11:51,876"
993,1049,Yeah? The work problem?,Monica,neutral,neutral,108,3,8,17,"00:11:52,044","00:11:54,379"
994,1050,Oh it was perfect! I mean it really felt like he was my friend again.,Rachel,joy,positive,108,4,8,17,"00:11:54,547","00:11:56,798"
995,1051,What problem did you tell him you had?,Chandler,neutral,neutral,108,5,8,17,"00:11:56,966","00:12:01,553"
996,1052,"Oh that’s not important. The point is, I really—I think everything’s gonna be okay.",Rachel,neutral,neutral,108,6,8,17,"00:12:02,096","00:12:13,314"
997,1053,"Okay, I’ve got some Ones, you wanna put them in her panties?",Monica,neutral,neutral,109,0,4,14,"00:14:05,594","00:14:10,348"
998,1054,"No thanks, Mom!",Chandler,disgust,negative,109,1,4,14,"00:14:10,516","00:14:12,934"
999,1056,"Ha-ha, it’s not my baby, ha-ha-ha!",Phoebe,anger,negative,109,3,4,14,"00:14:25,030","00:14:27,740"
1000,1057,"Very good,  so good.",Monica,joy,positive,109,4,4,14,"00:14:30,160","00:14:33,454"
1001,1058,"I really, really enjoyed it. Very exotic.",Phoebe,joy,positive,109,5,4,14,"00:14:33,622","00:14:38,042"
1002,1059,"Well, I just checked our messages and Joshua didn’t call.",Rachel,sadness,negative,109,6,4,14,"00:14:38,711","00:14:41,963"
1003,1060,I mean you’d think he’d be worried about me not showing up at his club.,Rachel,sadness,negative,109,7,4,14,"00:14:42,131","00:14:45,550"
1004,1061,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Rachel,sadness,negative,109,8,4,14,"00:14:45,718","00:14:50,513"
1005,1062,Come on! Look where you are!!,Phoebe,joy,positive,109,9,4,14,"00:14:50,681","00:14:53,641"
1006,1063,"When you get a sec, another round of daiquiris.",Monica,neutral,neutral,109,10,4,14,"0:14:55,102","0:14:57,034"
1007,1064,"Remember, a virgin for me please.",Phoebe,neutral,neutral,109,11,4,14,"0:14:57,034","0:14:58,986"
1008,1065,Oh! And don’t let me leave without getting the name of that carpet guy.,Monica,neutral,neutral,109,12,4,14,"00:14:59,106","00:15:02,400"
1009,1066,"Ahh, come on! Y’know what—y’know what, I think I’m just gonna go home and call Kathy.",Chandler,neutral,neutral,109,13,4,14,"00:15:02,568","00:15:10,825"
1010,1067,"Well, if you think it will help.",Phoebe,neutral,neutral,109,14,4,14,"0:15:07,656","0:15:08,991"
1011,1068,No!,Chandler,anger,negative,109,15,4,14,"0:15:08,991","0:15:09,793"
1012,1069,That was a test!,Chandler,fear,negative,109,16,4,14,"0:15:09,793","0:15:10,912"
1013,1070,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,Chandler,fear,negative,109,17,4,14,"00:15:10,993","00:15:15,371"
1014,1071,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",Chandler,fear,negative,109,18,4,14,"00:15:15,539","00:15:18,416"
1015,1072,You should! How is she?,Phoebe,surprise,positive,109,19,4,14,"00:15:18,584","00:15:20,335"
1016,1073,Ohhh!!,Chandler,anger,negative,109,20,4,14,"00:15:19,000","00:15:20,335"
1017,1074,I think somebody needs another lap dance.,Monica,joy,positive,109,21,4,14,"00:15:22,129","00:15:24,714"
1018,1075,"All right, I definitely taste nutmeg.",Monica,neutral,neutral,110,0,7,3,"0:08:03,733","0:08:05,615"
1019,1076,You do?,Phoebe,surprise,positive,110,1,7,3,"0:08:05,615","0:08:06,571"
1020,1077,"You don’t?  Well, that’s the difference between a professional and a layman.",Monica,surprise,positive,110,2,7,3,"00:08:06,694","00:08:11,531"
1021,1078,That and arrogance.,Phoebe,anger,negative,110,3,7,3,"00:08:13,242","00:08:14,951"
1022,1079,Hey.,Joey,neutral,neutral,110,4,7,3,"00:08:17,121","00:08:18,163"
1023,1080,Hey! How was sailing?,Monica,joy,positive,110,5,7,3,"00:08:17,121","00:08:19,915"
1024,1081,Wow thanks!,Joey,joy,positive,111,0,7,1,"00:09:11,801","00:09:14,177"
1025,1082,Joe?,Chandler,fear,negative,111,1,7,1,"0:09:17,848","0:09:18,810"
1026,1083,Yeah!,Joey,joy,positive,111,2,7,1,"0:09:18,810","0:09:20,452"
1027,1084,"Uh, you’ve had a lot of sex right?",Chandler,neutral,neutral,111,3,7,1,"00:09:20,601","00:09:26,439"
1028,1085,"When? Today? Some, not a lot.",Joey,surprise,positive,111,4,7,1,"00:09:29,527","00:09:36,199"
1029,1086,"Well, it’s just the reason that I’m asking is because I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t….",Chandler,fear,negative,111,5,7,1,"00:09:41,956","00:09:48,920"
1030,1087,"There huh—hmm, there-there was an incident.",Chandler,fear,negative,111,6,7,1,"00:09:49,130","00:09:51,298"
1031,1088,"Don’t worry about that man, that happens.",Joey,neutral,neutral,111,7,7,1,"00:09:52,758","00:09:55,844"
1032,1089,It’s happened to you?,Chandler,surprise,negative,111,8,7,1,"0:09:56,304","0:09:57,606"
1033,1090,Yeah! Once.,Joey,neutral,neutral,111,9,7,1,"0:09:57,606","0:09:59,654"
1034,1091,"Well, what’d you do?",Chandler,surprise,negative,111,10,7,1,"0:10:00,182","0:10:01,104"
1035,1092,I did it anyway.,Joey,neutral,neutral,111,11,7,1,"0:10:01,104","0:10:03,938"
1036,1093,‘Sup? ‘Sup dude?,Joey,neutral,neutral,111,12,7,1,"00:08:20,666","00:08:27,255"
1037,1094,"Take whatever you want, just please don’t hurt me.",Chandler,fear,negative,111,13,7,1,"00:08:27,882","00:08:30,550"
1038,1095,So you’re playing a little,Joey,neutral,neutral,111,14,7,1,"00:08:32,762","00:08:52,948"
1039,1096,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",Chandler,disgust,negative,111,15,7,1,"00:08:53,241","00:08:59,829"
1040,1097,"Come on man, really how old?!",Joey,surprise,positive,111,16,7,1,"00:09:01,290","00:09:02,874"
1041,1098,"Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!",Chandler,disgust,negative,111,17,7,1,"00:09:03,084","00:09:14,177"
1042,1099,And they knew about it?,Ross,surprise,negative,112,0,7,2,"00:06:41,401","00:06:43,068"
1043,1100,"Okay, well Ross, what is this really about?",Phoebe,surprise,negative,112,1,7,2,"00:06:46,864","00:06:49,408"
1044,1101,"Look, this is my home and I want to be able to come and go whenever I want!",Ross,anger,negative,112,2,7,2,"00:06:50,034","00:06:53,870"
1045,1102,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",Phoebe,anger,negative,112,3,7,2,"00:06:54,080","00:06:59,501"
1046,1103,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer.",Ross,disgust,negative,112,4,7,2,"00:06:59,669","00:07:07,175"
1047,1104,"Okay, look, he's not gonna hurt them, right?",Ross,neutral,neutral,113,0,1,10,"00:07:42,962","00:07:45,797"
1048,1105,Do you always have to bring him here?,Monica,anger,negative,113,1,1,10,"00:07:45,965","00:07:47,966"
1049,1106,I didn't wanna leave him alone.,Ross,neutral,neutral,113,2,1,10,"0:07:49,469","0:07:51,191"
1050,1107,Alright?,Ross,neutral,neutral,113,3,1,10,"0:07:51,191","0:07:51,475"
1051,1108,We- we had our first fight this morning.,Ross,neutral,neutral,113,4,1,10,"00:07:51,596","00:07:54,139"
1052,1109,I think it has to do with my working late.,Ross,neutral,neutral,113,5,1,10,"00:07:55,850","00:08:00,896"
1053,1110,"I said some things that I didn't mean, and he- he threw some faeces...",Ross,neutral,neutral,113,6,1,10,"00:08:02,982","00:08:05,192"
1054,1111,"Y'know, if you're gonna work late, I could look in on him for you.",Chandler,neutral,neutral,113,7,1,10,"00:08:08,613","00:08:11,281"
1055,1112,"Oh, that'd be great!",Ross,joy,positive,113,8,1,10,"00:08:11,449","00:08:13,450"
1056,1113,"Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me.",Ross,neutral,neutral,113,9,1,10,"00:08:13,618","00:08:19,789"
1057,1114,"Okay, but if he asks, I'm not going to lie.",Chandler,neutral,neutral,113,10,1,10,"00:08:19,957","00:08:23,001"
1058,1116,Check this out.,Chandler,neutral,neutral,114,0,4,21,"00:21:32,291","00:21:33,457"
1059,1117,It says here that there’s a place you can go to rent videos of all the museums!,Chandler,surprise,positive,114,1,4,21,"00:21:33,667","00:21:37,128"
1060,1118,"""It’s almost as good as being there.""",Chandler,neutral,neutral,114,2,4,21,"00:21:37,379","00:21:40,214"
1061,1119,It’s better! You can’t go to a museum in your underwear!,Joey,joy,positive,114,3,4,21,"00:21:40,424","00:21:44,135"
1062,1120,Oh-ho! I bet the British version is gooooood!,Joey,joy,positive,114,4,4,21,"00:22:00,027","00:22:03,070"
1063,1121,"Uh, may I help you?",Jester,neutral,neutral,115,0,3,7,"00:21:24,366","00:21:26,200"
1064,1122,"Yeah, I talked to you on the phone, I’m the lady that got stuck with the racecar bed.",Monica,neutral,neutral,115,1,3,7,"00:21:26,368","00:21:37,837"
1065,1123,"Look, it’s like I told you, there’s nothing I can do. You signed for it, Monica Velula Geller.",Jester,neutral,neutral,115,2,3,7,"00:21:28,954","00:21:37,837"
1066,1124,"All right, Jester man, look we wanna see the king.",Joey,neutral,neutral,115,3,3,7,"00:21:38,547","00:21:40,715"
1067,1125,Nobody sees the king!,Jester,anger,negative,115,4,3,7,"00:21:40,882","00:21:42,842"
1068,1126,"Oh-ho-kay, I’m talking to the king.",Joey,neutral,neutral,115,5,3,7,"00:21:43,844","00:21:45,928"
1069,1127,Hey! You can’t go back there!,Jester,surprise,negative,115,6,3,7,"00:21:46,138","00:21:48,097"
1070,1128,Oh my God.,Janice,surprise,negative,115,7,3,7,"00:21:53,854","00:21:57,732"
1071,1129,"So, this must be kinda neat for ya, huh?",Ross,neutral,neutral,116,0,3,10,"00:04:30,853","00:04:34,648"
1072,1130,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don’t have to sell those cookies anymore.",Ross,neutral,neutral,116,1,3,10,"00:04:34,816","00:04:40,737"
1073,1131,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",Sarah,sadness,negative,116,2,3,10,"00:04:42,282","00:04:49,788"
1074,1132,"Wow, you ah, you really like all this space stuff, huh?",Ross,surprise,positive,116,3,3,10,"00:04:49,956","00:04:54,626"
1075,1133,Yeah.,Sarah,neutral,neutral,116,4,3,10,"00:04:54,794","00:04:58,338"
1076,1134,"My Dad says if I spend as much time helping him clean apartments, as I do daydreaming about outer space, he’d be able to afford a trip to the Taj Mahal.",Sarah,neutral,neutral,116,5,3,10,"00:04:58,506","00:05:08,348"
1077,1135,I think you would have to clean a whole lot of apartments to go all the way to India.,Ross,neutral,neutral,116,6,3,10,"00:05:04,095","00:05:08,348"
1078,1136,"No. The one in Atlantic City, Dad loves the slots. He says he’s gonna double the college money my Grandma left me.",Sarah,sadness,negative,116,7,3,10,"00:05:08,516","00:05:17,232"
1079,1137,"Oh, um, I don’t know if that’s a good idea.",Monica,joy,positive,117,0,3,13,"00:02:23,560","00:02:25,727"
1080,1138,"Oh. Look, just friends, I won’t grope you. I promise.",Richard,neutral,neutral,117,1,3,13,"00:02:25,895","00:02:28,730"
1081,1139,"No, I just I think that it’s too soon.",Monica,joy,positive,117,2,3,13,"00:02:29,732","00:02:31,567"
1082,1140,"No it’s not too soon, I had lunch at a eleven.",Richard,neutral,neutral,117,3,3,13,"00:02:31,776","00:02:34,528"
1083,1141,I invented the game of Cups as a way to give Joey money.,Chandler,neutral,neutral,118,0,6,6,"00:21:09,017","00:21:12,311"
1084,1142,And now you want that money back.,Ross,surprise,positive,118,1,6,6,"0:21:12,479","0:21:14,607"
1085,1143,Exactly.,Chandler,neutral,neutral,118,2,6,6,"0:21:14,607","0:21:16,049"
1086,1144,"Chandler, what kind of an idiot do you take me for?",Ross,joy,positive,118,3,6,6,"00:21:16,149","00:21:18,526"
1087,1145,It’s not a real game! I made it up!,Chandler,anger,negative,118,4,6,6,"00:21:19,820","00:21:21,904"
1088,1146,"I’m sorry you lost your money, but I won it fair and square.",Ross,joy,positive,118,5,6,6,"00:21:22,072","00:21:25,241"
1089,1147,I don't know.,Joey,neutral,neutral,119,0,5,17,"0:14:47,928","0:14:48,471"
1090,1148,But I can see through your sheet.,Joey,neutral,neutral,119,1,5,17,"0:14:48,471","0:14:50,735"
1091,1149,"Yeah, yeah, that's her.",Joey,neutral,neutral,119,2,5,17,"0:14:53,475","0:14:55,237"
1092,1150,But y'know what?,Joey,neutral,neutral,119,3,5,17,"0:14:55,237","0:14:56,356"
1093,1151,"Doesn't matter, I'm never gonna get to meet her anyway.",Joey,sadness,negative,119,4,5,17,"00:14:53,475","00:14:58,354"
1094,1152,Why?,Monica,neutral,neutral,119,5,5,17,"00:14:56,478","00:14:58,354"
1095,1153,"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",Joey,sadness,negative,119,6,5,17,"00:14:58,522","00:15:04,527"
1096,1154,"What are you talking about?  She obviously lives on the second floor, seventh apartment from the left!",Monica,surprise,positive,119,7,5,17,"00:15:05,446","00:15:10,633"
1097,1155,No. No. No. She lives on the,Joey,neutral,neutral,119,8,5,17,"00:15:10,701","00:15:14,662"
1098,1156,"No, those first two windows,  that's the lobby.",Monica,neutral,neutral,119,9,5,17,"00:15:14,830","00:15:18,082"
1099,1157,"And y'know the other one over there, that's the stairway.",Monica,neutral,neutral,119,10,5,17,"0:15:18,292","0:15:20,878"
1100,1158,You've been counting wrong.,Monica,neutral,neutral,119,11,5,17,"0:15:20,878","0:15:21,827"
1101,1159,I did,Joey,anger,negative,119,12,5,17,"00:15:22,004","00:15:25,131"
1102,1160,"Monica, betting the apartment, I don’t know about this.",Rachel,fear,negative,120,0,4,12,"00:13:04,533","00:13:07,494"
1103,1161,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",Monica,joy,positive,120,1,4,12,"00:13:07,661","00:13:13,041"
1104,1162,Why? Do you have the answers written on there?,Rachel,surprise,positive,120,2,4,12,"00:13:13,209","00:13:15,251"
1105,1163,"No! Steady as a rock! Now, are you with me.",Monica,neutral,neutral,120,3,4,12,"00:13:16,629","00:13:19,839"
1106,1164,"All right, let’s do it.",Rachel,fear,negative,120,4,4,12,"0:13:21,050","0:13:23,512"
1107,1167,"All right, gentlemen, you’re up first.",Ross,neutral,neutral,120,7,4,12,"00:13:24,303","00:13:26,054"
1108,1168,Okay.,Joey,neutral,neutral,120,8,4,12,"0:13:26,222","0:13:26,848"
1109,1169,Okay.,Chandler,neutral,neutral,120,9,4,12,"0:13:26,848","0:13:27,325"
1110,1170,You have 30 seconds. And the lightning round begins—stop it —now. What was Monica’s nickname when she was a field hockey goalie?,Ross,neutral,neutral,120,10,4,12,"00:13:27,431","00:13:34,687"
1111,1171,Big fat goalie.,Joey,neutral,neutral,120,11,4,12,"00:13:39,819","00:13:41,778"
1112,1172,Correct. Rachel claims,Ross,neutral,neutral,120,12,4,12,"00:13:44,365","00:13:46,783"
1113,1173,Dangerous Liaisons,Chandler,neutral,neutral,120,13,4,12,"00:13:46,951","00:13:48,368"
1114,1174,Correct. Her actual favorite movie is...,Ross,neutral,neutral,120,14,4,12,"0:13:48,536","0:13:50,048"
1115,1175,Weekend at Bernie’s,Joey,neutral,neutral,120,15,4,12,"0:13:50,048","0:13:51,268"
1116,1176,"Well, look, why don’t you just, why don’t you do your Phase Two strip club thing with us.",Phoebe,neutral,neutral,121,0,4,14,"00:12:15,317","00:12:19,696"
1117,1177,"Yeah, come on, we can be guys!",Monica,joy,positive,121,1,4,14,"0:12:19,864","0:12:21,283"
1118,1178,No you can’t.,Chandler,joy,positive,121,2,4,14,"0:12:21,283","0:12:23,221"
1119,1180,"You don’t want to be guys, you’d be all hairy and wouldn’t live as long.",Chandler,disgust,negative,121,4,4,14,"00:12:27,163","00:12:32,667"
1120,1181,"Y’know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",Phoebe,anger,negative,121,5,4,14,"00:12:31,375","00:12:39,716"
1121,1182,Okay.,Chandler,neutral,neutral,121,6,4,14,"00:12:41,469","00:12:43,011"
1122,1183,I’m sorry.,Phoebe,sadness,negative,121,7,4,14,"00:12:44,388","00:12:46,181"
1123,1184,"And y'know what, I just realised, in the last year I’ve only gone out with two guys, Richard and Julio.",Monica,surprise,negative,122,0,3,18,"00:06:44,320","00:06:53,120"
1124,1185,"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",Monica,fear,negative,122,1,3,18,"00:06:49,492","00:06:53,120"
1125,1186,"Well, that shouldn’t be a problem. I mean I work in fashion and all I meet are eligible straight men.",Rachel,neutral,neutral,122,2,3,18,"00:06:53,287","00:06:57,374"
1126,1187,"Pete, can I get you something else?",Monica,neutral,neutral,122,3,3,18,"00:07:01,337","00:07:02,712"
1127,1188,"Yeah, a slice of cheesecake and-and a date if you’re given’ ‘em out.",Pete,neutral,neutral,122,4,3,18,"00:07:02,880","00:07:05,757"
1128,1189,Haven’t you and I covered that topic?,Monica,neutral,neutral,122,5,3,18,"00:07:06,342","00:07:08,218"
1129,1190,"Hmm, come on, you just said to her that you….",Pete,neutral,neutral,122,6,3,18,"00:07:08,386","00:07:11,930"
1130,1191,"Aww, the only reason you want to go out with me because my blond wig, and the big boobs, and the fact that I serve you food.",Monica,joy,positive,122,7,3,18,"00:07:08,386","00:07:15,475"
1131,1192,"Well, if that were true, I’d dating my Aunt Ruth.",Pete,joy,positive,122,8,3,18,"00:07:15,643","00:07:18,228"
1132,1193,And the two times we went out were just plain awkward.,Pete,disgust,negative,122,9,3,18,"00:07:20,064","00:07:26,111"
1133,1194,"Come on, you think she should go out with me, don’t you?",Pete,neutral,neutral,122,10,3,18,"00:07:24,235","00:07:30,574"
1134,1195,"Well, I mean, are you sure you want to go out with her?",Rachel,neutral,neutral,122,11,3,18,"0:07:28,364","0:07:34,046"
1135,1196,"I mean that ain’t a pretty picture in the morning, y’know what I mean.",Rachel,disgust,negative,122,12,3,18,"0:07:34,046","0:07:36,643"
1136,1197,"That wig all in disarray, and boobs flung over the night stand, y'know.",Rachel,disgust,negative,122,13,3,18,"00:07:36,747","00:07:46,631"
1137,1198,"I mean really, think about it.",Monica,neutral,neutral,122,14,3,18,"00:07:42,211","00:07:46,631"
